case_id,record_id,task_type,scenario_family,candidate_agent,candidate_cluster_type,task_profile,contextual_warning,expected_action,expected_reason,expected_safe_host,utility
S4_ALI_00729_C2,ALI_00729,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.1970
S4_ALI_00729_C3,ALI_00729,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3365
S4_ALI_00729_C4,ALI_00729,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2602
S4_ALI_00729_C5,ALI_00729,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0480
S4_ALI_00730_C1,ALI_00730,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a high-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 11.43 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0986
S4_ALI_00730_C2,ALI_00730,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a high-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 11.43 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.1386
S4_ALI_00730_C3,ALI_00730,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a high-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 11.43 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2970
S4_ALI_00730_C4,ALI_00730,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a high-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 11.43 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2080
S4_ALI_00730_C5,ALI_00730,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a high-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 11.43 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,latency_risk,NONE,-0.0460
S4_ALI_00731_C1,ALI_00731,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.32 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0871
S4_ALI_00731_C2,ALI_00731,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.32 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.1322
S4_ALI_00731_C3,ALI_00731,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.32 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2717
S4_ALI_00731_C4,ALI_00731,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.32 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.1504
S4_ALI_00731_C5,ALI_00731,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.32 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,-0.0618
S4_ALI_00732_C1,ALI_00732,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 14.92 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.2634
